Reference1,Sample_Zircon_Spot,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
 Buret et al. 2017,SR43_17_r,1197,0.01,21.1,0.058,1.35,3.2,1.5,20.5,7.6,94,37.7,192,46.7,491,102.4
 Buret et al. 2017,SR43_19_r,606,0.01,18.5,0.002,0.51,1.1,0.6,8.9,3.2,42.4,18.5,96,24,263,57.8
 Buret et al. 2017,SR43_20_c,695,0.01,11.4,0.013,0.58,1.4,0.7,9.9,4,54.5,21.7,112,28.6,305,65.7
 Buret et al. 2017,SR43_21_r,652,0.02,21.6,0.026,0.65,0.9,0.6,8.7,3.5,47.9,20.1,99,26.2,277,58.5
 Buret et al. 2017,SR43_24_c,1236,0.06,28,0.095,1.68,3.7,1.5,23.3,8.2,100.1,38.8,179,42.6,433,84.2
 Buret et al. 2017,SR43_24_r,673,0.02,21.5,0.019,0.45,1.5,0.8,9.8,3.7,52,20.8,108,27.3,309,58.7
 Buret et al. 2017,SR43_29_r,719,0.02,15.8,0.02,0.36,1.2,0.7,10.2,3.8,52.6,22.9,117,29.7,308,62.2
 Buret et al. 2017,SR43_31_r,547,0.03,22.3,0.028,0.51,1.2,0.7,8.6,3.3,41.9,16.7,86,21.7,235,52.1
 Buret et al. 2017,SR43_32_r,512,0.01,21.8,0.014,0.4,1.1,0.6,7.4,2.7,35.8,15.7,82,21.9,244,52.4
 Buret et al. 2017,SR43_37_r,525,0.12,20.9,0.045,0.4,0.6,0.5,6.4,2.5,34.4,15.6,82,21.3,241,55.6
 Buret et al. 2017,SR43_39_c,1056,0.03,19.7,0.094,1.62,2.5,1.4,18.4,6.7,83.1,33.2,162,39.9,431,93.6
 Buret et al. 2017,SR43_40_c,1314,0.01,29,0.025,0.64,2.5,0.9,14.5,6.3,85.8,38.3,212,51.5,590,127.3
 Buret et al. 2017,SR43_40_,498,0.09,19.1,0.07,0.54,1,0.7,6,2.7,34.5,14.9,78,20.5,230,53.7
 Buret et al. 2017,SR43_44_c,631,0.01,11.7,0.072,0.27,1.2,0.6,7.9,3.1,42.3,19.4,99,27.2,288,64.6
 Buret et al. 2017,YB42_2_r,1138,0.03,27.5,0.067,1.42,2.2,1.3,16.1,6.3,83.1,34,186,48.1,530,111.3
 Buret et al. 2017,YB42_4_c,618,0.03,15.1,0.027,0.48,1.2,0.5,7.5,3.2,44.2,18.7,100,26,286,64.6
 Buret et al. 2017,YB42_6_c,835,0.03,19.3,0.056,1.19,2.5,0.9,13.7,4.9,61.9,25.8,131,33.8,368,79.1
 Buret et al. 2017,YB42_9_c,1534,0.02,57.8,0.058,1.3,3.8,1.9,26.4,9.5,120.2,49.9,239,57.9,584,124.3
 Buret et al. 2017,YB42_10_c,665,0.06,17.9,0.054,0.61,0.9,0.7,8,3.1,42.5,18.8,104,29.1,323,78.6
 Buret et al. 2017,YB42_15_c,1088,0.05,32,0.035,0.74,2.3,1.1,15.4,6,80.9,34.3,180,45.8,509,98.2
 Buret et al. 2017,YB42_18_c,827,0.04,21.2,0.035,0.91,1.9,0.8,9.9,4.1,52.8,24.9,129,35,403,92.1
 Buret et al. 2017,YB42_19_c,857,0.01,16.1,0.022,0.61,2,0.8,12.4,4.8,62.6,27.2,139,35.1,373,81.1
 Buret et al. 2017,YB42_19_r,990,0.05,21.2,0.031,0.58,1.7,0.8,11.7,5,69.2,29.9,155,39.4,424,95.4
 Buret et al. 2017,YB42_20_c,951,0.1,21.8,0.059,1.15,2,0.9,13.9,5.5,68.1,29.6,151,38.9,434,90.8
 Buret et al. 2017,YB42_21_c,1199,0.1,25.7,0.098,2.11,3.2,1.8,22.7,7.8,99.7,38.2,185,45.8,471,99.9
 Buret et al. 2017,YB42_24_c,810,0.02,16.5,0.026,0.95,1.6,0.9,12.2,4.6,59.9,25.6,131,34.3,374,78.4
 Buret et al. 2017,YB42_25_c,1670,0.03,34.7,0.082,1.61,4.5,2,28.1,10.6,130,54.2,258,61.4,626,128.6
 Buret et al. 2017,YB42_29_c,1730,0.01,27.7,0.07,1.38,4,1.9,27,10.8,141.6,58,269,63.5,623,120.3
 Buret et al. 2017,YB42_32_c,587,0.06,14.3,0.036,0.6,1.2,0.6,8.4,3.2,40.8,17.6,91,24.8,291,64.2
 Buret et al. 2017,YB42_34_c,801,0.03,19,0.038,0.59,1.8,0.9,11.1,4.2,57.4,24.7,129,33.2,363,80.3
 Buret et al. 2017,YB42_41_c,498,0.01,12.8,0.019,0.36,0.7,0.4,4.9,2.2,29.9,14.1,79,22.2,266,64.4
 Buret et al. 2017,YB42_42_c,1314,0.12,32.8,0.053,0.78,2,1.1,16.7,6.7,93.5,40.9,217,56,616,129.1
 Buret et al. 2017,YB42_42_r,460,0.08,15.9,0.042,0.41,1,0.5,6.3,2.5,31.6,13.6,72,18.7,211,47.2
 Buret et al. 2017,YB42_46_c,1169,0.03,28.8,0.042,0.88,2.9,1.2,16.9,6.1,85.7,36.4,186,47.4,491,107
 Buret et al. 2017,YB42_46_r,449,0.23,19.2,0.093,0.79,1,0.5,6,2.3,31.2,13.4,71,19.1,209,46.8
 Buret et al. 2017,YB42_47_c,1206,0.08,23.5,0.095,1.53,3.2,1.5,19.9,7.3,93.8,38.5,189,48,500,105.1
 Buret et al. 2017,YB42_48_r,1084,0.02,26.4,0.035,0.71,2,1,13.2,5.4,75.4,33.1,173,45.8,508,106
 Buret et al. 2017,YB42_51_r,664,0.05,14.5,0.032,0.79,1.5,0.8,9.7,3.3,45.3,19.7,104,27.6,305,71.6
 Buret et al. 2017,YB42_53_c,1118,0.05,25.7,0.063,0.92,2.7,1.3,16.6,5.9,79.1,34.4,172,44.1,467,103.9
 Buret et al. 2017,YB42_55_c,853,0.05,23.4,0.036,0.61,1.5,0.8,10.6,4.4,60.5,25.8,136,35.3,393,88.2
 Buret et al. 2017,YB42_55_r,462,0.03,18.1,0.034,0.44,0.9,0.5,5.7,2.2,30.3,13.7,72,19.7,224,52
 Buret et al. 2017,YB42_59_c,769,0.27,29.2,0.064,0.82,1.7,0.9,11.3,4.3,57.3,23.9,120,30.6,326,67
 Buret et al. 2017,YB42_64_r,1096,0.03,15.8,0.066,1.05,2.8,1.5,18.6,7.1,91,36.3,173,41.4,404,77.7
 Buret et al. 2017,YB42_67_r,2287,0.13,48.6,0.09,1.82,4.9,2.1,38.7,14.7,191.4,77.1,349,78.8,732,138.1
 Buret et al. 2017,YB42_68_r,561,0.71,21.8,0.127,0.92,1.1,0.6,7.5,2.7,37,16.5,88,23.2,269,59.8
 Buret et al. 2017,YB42_73_c,850,0.16,20.4,0.089,0.95,1.6,0.8,11.4,4.5,59.7,25.5,132,33.8,388,87.5
 Buret et al. 2017,YB42_73_r,731,0.02,27.3,0.029,0.65,1.2,0.7,9.2,3.5,48.2,21.4,114,30,336,81.5
 Buret et al. 2017,YB42_74_c,894,0.02,18.3,0.068,1.11,2.4,1.1,14.8,5.1,65.4,27.6,140,35.8,391,83.5
 Buret et al. 2017,YB42_75_c,927,0.04,18.7,0.03,0.41,1.8,0.9,11.8,4.7,62.1,28.5,150,37.7,411,92.8
 Buret et al. 2017,P4_2_r,901,0.02,31.7,0.046,0.75,1.9,1,14.5,5.4,69.9,28.9,146,35.1,374,79.6
 Buret et al. 2017,P4_8_c,3580,0.03,54.3,0.375,7.33,15.2,6.9,81.1,27.1,315,115.9,530,114.2,1120,215.8
 Buret et al. 2017,P4_16_c,996,0.08,24.5,0.047,0.83,1.9,0.9,13,5.1,70.2,29.7,159,39.1,429,96.6
 Buret et al. 2017,P4_22_c,771,0.09,19.4,0.047,0.71,1.5,0.8,10.3,3.9,53.7,23.2,124,31.7,355,79.2
 Buret et al. 2017,P4_22_r,813,0.01,23.4,0.022,0.52,1.4,0.7,8.9,3.5,49.5,22.8,131,36.1,432,104.6
 Buret et al. 2017,P4_31_c,1025,0.49,24.9,0.128,1.36,2.6,1.2,16.3,5.8,78.9,32.8,170,41.9,456,98.6
 Buret et al. 2017,P4_33_r,816,0.02,32.9,0.039,0.8,1.7,0.9,11.1,4,56.3,24.5,132,34.2,393,91.7
 Buret et al. 2017,P4_37_r,891,0.13,21.3,0.064,0.82,1.8,0.8,11.9,4.6,62.9,27.4,144,36.8,405,89.3
 Buret et al. 2017,P4_38_c,996,0.05,22.1,0.077,1.47,2.6,1.3,16.8,5.9,75,30.5,154,38.2,412,89
 Buret et al. 2017,P4_38_r,692,0.03,20.7,0.035,0.45,1.1,0.6,7.7,3,43.4,19.8,111,29.6,346,82.2
 Buret et al. 2017,P4_40_c,985,0.15,20.6,0.051,0.7,1.5,0.8,11.6,4.6,65.5,29.8,161,40.7,459,102.9
 Buret et al. 2017,P4_41_c,1340,0.04,27.3,0.114,1.86,4.3,1.9,23.5,8.5,109.3,44.1,224,54,579,124.5
 Buret et al. 2017,P4_41_r,667,0.02,23.6,0.041,0.57,1.5,0.6,8.8,3.4,45.9,19.7,107,27.6,312,69.2
 Buret et al. 2017,P4_42_c,775,0.02,15.9,0.017,0.47,1.5,0.7,9.7,4,55.3,23.5,124,32.2,357,79.1
 Buret et al. 2017,P4_42_r,322,0.01,11.1,0.011,0.28,0.6,0.3,4,1.6,22.3,9.9,52,13.6,157,34.2
 Buret et al. 2017,P4_45_c,844,0.04,23.4,0.046,0.61,1.5,0.9,11.4,4.3,59.1,25.9,135,34,375,78.8
 Buret et al. 2017,P4_45_r,1017,0.02,27,0.032,0.55,1.8,0.8,12.4,4.9,67.5,30,164,42,470,105.3
 Buret et al. 2017,P4_46_c,926,0.2,18.5,0.07,0.84,1.6,0.8,11.4,4.6,63.8,27.6,149,38.1,429,95.9
 Buret et al. 2017,P4_47_r,785,0.01,30.1,0.031,0.78,1.6,0.8,10.5,3.9,53,22.9,121,31.2,346,78.1
 Buret et al. 2017,P4_48_c,1122,0.03,28,0.055,0.72,2.3,1,14.6,6,85.8,37,196,50.3,543,118.1
 Buret et al. 2017,P4_50_c,1218,0.02,17.2,0.043,1.17,3,1.3,19.8,7.2,95.8,38.7,196,46,478,102.8
 Buret et al. 2017,P4_50_r,1291,0.07,38.2,0.043,0.64,1.9,1.2,16.2,6.4,88.7,40.1,220,58.5,689,165.1
 Buret et al. 2017,P4_51_c,1039,0.03,22.6,0.043,1.03,2.4,1.2,15.4,5.7,77.6,32.3,169,43.5,480,101.4
 Buret et al. 2017,P2_3_c,841,0.08,18.9,0.041,0.61,1.5,0.7,10,4,57.3,25.2,135,34.4,389,85.6
 Buret et al. 2017,P2_12_c,1161,0.27,28.2,0.127,1.36,3.1,1.5,19,6.7,90.1,37.4,193,47.9,518,111.9
 Buret et al. 2017,P2_13_c,853,0.01,15.4,0.021,0.66,1.7,0.8,12.2,4.4,59.5,25.8,137,34.1,373,82.2
 Buret et al. 2017,P2_28_r,727,0.25,23.9,0.067,0.8,1.7,0.8,10.1,3.7,51.9,21.9,114,28.5,312,67.9
 Buret et al. 2017,P2_31_c,2630,0.1,51.1,0.35,6,10.8,5.2,54.5,17.9,213,81,383,88,880,176
 Buret et al. 2017,P2_40_c,1268,0.04,21.3,0.067,0.77,2.3,1,15.8,6.2,86.4,38.2,207,53.5,616,143
 Buret et al. 2017,P2_42_c,2373,0.01,38,0.099,1.68,4.6,2,30,11.9,157.8,66.6,336,79.5,846,171.5
 Buret et al. 2017,P2_48_c,1690,0.02,42.3,0.068,1.02,2.8,1.4,20.9,8.3,114,49.5,262,64.1,696,149
 Buret et al. 2017,P2_51_c,1880,0.05,47,0.084,1.87,4,2,25.8,10.7,138,57,289,69,730,153
 Buret et al. 2017,P2_65_r,580,0.03,21.4,0.028,0.59,1.1,0.6,7.7,2.9,38.3,16.7,91,23.7,268,62.2
 Buret et al. 2017,P2_66_c,944,0.01,16,0.052,1.09,2.7,1.2,14.9,5.3,67.4,28.4,150,37.8,419,94.4
 Buret et al. 2017,P2_66_r,962,0.76,28.4,0.286,2.06,2.8,1,14.6,5.5,72.3,29.5,151,35.7,380,80.4
Lu et al. 2016,BISHOP_31,6040,0.125,52.3,0.151,2,8.7,0.129,69.2,28.34,372,144.5,721,146.3,1314,263.5
Lu et al. 2016,BISHOP_15,6750,0.0128,87.1,0.128,3.06,11.4,0.097,88.7,33.6,438,164.4,800,164.7,1476,298
Lu et al. 2016,485_5,4670,0.331,31.12,0.237,2.61,6.64,0.044,55.1,20.96,281.5,115.4,566,117.1,1070,217.9
Lu et al. 2016,485_1,4960,0.27,51.8,0.21,3.34,8.5,0.106,64.2,23.39,309.4,122.1,597,124.6,1105,225.4
Lu et al. 2016,485_9,5019,0.21,37.7,0.116,2.11,7.3,0.097,55.8,22.25,298.6,122,607,127.3,1159,237.3
Lu et al. 2016,485_19,4670,0.048,57.6,0.121,2.17,7.24,0.128,63.4,23.18,304.2,114.9,555,112.3,1013,204.4
Lu et al. 2016,485_13,4673,0.0061,60,0.11,2.07,7.95,0.112,63.5,23.08,308.2,116.7,557.9,110.9,989,198.9
Lu et al. 2016,485_16,4930,0.0054,42.8,0.109,2.23,7.45,0.058,60.1,23.01,313,121,594,122.1,1106,222.3
Lu et al. 2016,485_20,4430,0.0042,27.16,0.079,1.63,6.27,0.045,51.1,20,271,107.8,536,112,1018,209.1
Lu et al. 2016,485_11,5333,0.004,66.26,0.1,2.08,8.46,0.112,68.5,25.2,336,131.2,643,129.9,1187,241.7
Lu et al. 2016,485_4,5126,0.0033,53.1,0.108,1.83,7.43,0.058,63,23.94,323.8,126.8,624,126.2,1144,235.4
Lu et al. 2016,485_17,4690,0.0033,64.2,0.093,2.24,8.63,0.12,66.3,23.08,300.4,114.3,556,111.3,981,200.4
Lu et al. 2016,486_27,4240,0.17,2.54,0.132,1.11,3.63,0.232,34.4,15.9,240,101.2,531,115,1038,212
Lu et al. 2016,486_35,2790,2.00E-04,10.08,0.071,1.43,4.1,0.65,33.9,12.8,179.1,70.8,340.7,66.1,582,117.6
Lu et al. 2016,486_36,3763,0.214,8.6,0.245,2.83,6.3,0.56,51.8,18.11,240.5,94.7,456,92.1,787,158.4
Lu et al. 2016,486_3,3830,0.251,2.24,0.196,1.3,2.86,0.125,26.6,13.43,211.6,93.8,502,110.4,1034,210
Lu et al. 2016,486_38,3160,0.0041,7.61,0.078,1.49,4.74,0.61,36.6,14.09,198.8,79.8,393,79.2,703,139.9
Lu et al. 2016,486_24,3680,0.0024,2.34,0.0203,0.57,2.86,0.201,27.2,13.11,208.3,88.7,476,100.3,939,191.1
Lu et al. 2016,487_40,1230,0.103,13.4,0.096,1.23,2.33,0.48,19.2,5.93,85.3,33.9,175.6,37.7,359,77.1
Lu et al. 2016,487_48,1235,0.0015,1.02,0.049,0.79,2.47,0.013,19.7,7.14,91.8,37.1,179.5,34.86,317.5,65.5
Lu et al. 2016,487_3,2698,0.0077,1.21,0.0153,0.47,2.2,0.138,19.8,9.93,150,66,359,76.3,705,149.8
Lu et al. 2016,487_5,1920,0.049,2.12,0.176,2.57,6.93,0.39,36.4,11.3,134,50.3,242,49.4,442,88
Lu et al. 2016,487_16,3130,0.0013,1.36,0.0314,0.59,2.56,0.172,24.3,11.89,178.6,76.5,408,87.7,820,167.5
Lu et al. 2016,487_39,4830,0.037,17.49,0.171,2.75,10.34,1.2,64.8,23.6,313,121,573,110.4,953,188
Lu et al. 2016,487_42,1800,8.00E-04,7.31,0.117,2.2,4.52,0.65,30.7,9.79,130.8,49.5,239.2,46.4,406,84.3
Lu et al. 2016,487_6,3461,0.0073,2.6,0.029,0.44,2.82,0.173,27.7,13.31,198.4,85.2,449.3,97.3,876,178.7
Lu et al. 2016,487_23,2969,0.0093,1.61,0.021,0.5,2.24,0.148,22.2,10.78,167.6,71.4,384,83.9,777,160.3
Lu et al. 2016,487_36,1134,4.00E-04,7.57,0.049,1.4,3.02,0.389,19.6,6.85,85.6,33.4,163.2,33.34,296.3,61.2
Lu et al. 2016,487_44,4730,0.102,4.91,0.148,1.63,4.46,0.48,43.7,19.1,282,116.7,587,119,1082,213
Lu et al. 2016,487_46,4130,0.0136,2.2,0.073,1.6,3.9,0.256,36.3,16.01,243.6,102.9,528,108.9,972,194.4
Lu et al. 2016,487_41,2770,0.088,2.63,0.099,1.48,5.3,0.31,31.3,13.1,177,71.4,355,71.2,634,128
Lu et al. 2016,487_19,2340,0.0081,9.63,0.077,1.56,5.01,0.53,36.2,13.3,166,61,275,53.7,454,85.2
Lu et al. 2016,Y2_25,1530,0.77,9.8,0.4,3.79,6.3,0.91,34.4,11.1,126,44.3,194,35.8,288,56.3
Lu et al. 2016,Y2_20,2230,0.487,15.53,0.259,3.37,7.5,1.08,42.9,14.1,169,58.4,260,48.3,395,77.8
Lu et al. 2016,Y2_13,3580,0.104,27.91,0.21,3.51,9.2,0.294,57.4,19.7,246,90.2,415,80.7,685,126.9
Lu et al. 2016,Y2_19,7330,0.087,18.18,0.742,12.45,20.6,3.86,147,45.2,554,188.6,797,138.6,1102,200.8
Lu et al. 2016,Y2_8,3890,0.052,11.25,0.565,9.1,17.2,2.62,89.5,27.2,315,102.9,444,75.2,618,119
Lu et al. 2016,Y2_17,2710,0.033,7.1,0.348,6.9,12.5,2.62,66,20,226,76,324,57.5,468,89
Lu et al. 2016,Y2_15,3650,0.0158,34.26,0.165,2.83,6.98,0.183,50,18.22,238.4,89.2,423,83.8,706,137.4
Lu et al. 2016,Y2_2,4027,0.0087,22.92,0.07,1.08,5.38,0.016,41.9,17.02,243.1,97.5,478,96.7,832,158.2
Lu et al. 2016,Y2_24,2161,0.0081,26.5,0.122,2.27,4.81,0.349,37.3,12.03,150.4,54.4,246.9,47.3,394,76.6
Lu et al. 2016,Y3_27,2160,0.75,22.8,0.35,3.2,4.27,0.288,32.8,11.61,148,54.1,258,50.3,419,81.6
Lu et al. 2016,Y3_26,2558,0.3,25.67,0.22,2.74,5.55,0.205,37,13.13,176.6,64.4,305.7,58.7,492.3,93.1
Lu et al. 2016,Y3_18,2440,0.02,20.59,0.25,3.55,9.1,0.6,47,14.5,177,62.6,281,52,425,82.5
Lu et al. 2016,Y3_24,2740,0.49,21.02,0.305,4.28,7.71,0.77,48.6,16.52,194,70.1,309,59.6,476,92
Lu et al. 2016,Y3_14,2005,0.0018,19.25,0.066,1.39,3.72,0.086,26.5,9.99,133.4,49.7,235.5,46.2,396,77
Lu et al. 2016,Y3_29,5490,0.58,21.8,0.923,12,21.2,3.41,125,37.3,426,143,612,108,852,160
Lu et al. 2016,Y3_20,3360,0.54,9.8,0.76,11.7,20.1,3.27,95.5,25.8,290,90,383,66,535,100.3
Lu et al. 2016,Y3_37,3260,0.23,21.89,0.4,5.55,11.6,0.61,66.3,19.2,240,83.2,373,72.1,575,107.7
Lu et al. 2016,Y3_32,3434,0.095,21.53,0.183,3.59,9.26,0.55,60.1,19.94,246.6,87.2,394,71.5,589,111.7
Lu et al. 2016,Y3_34,3710,0.053,15.67,0.657,10.23,19.3,1.62,101.2,27.5,311,100.7,417,72.7,570,106.4
Lu et al. 2016,Y3_6,2522,0.044,6.11,0.499,8.36,14.5,3.26,71.3,19.05,214.9,68.3,281.4,49.6,413,78.7
Lu et al. 2016,Y3_10,1931,0.0135,19.13,0.06,1.44,3.86,0.096,27.9,9.95,123.4,47.9,234.6,44.9,378.6,74.5
Lu et al. 2016,Y3_12,1239,0.0065,17.3,0.115,2.11,4.35,0.37,29.6,8.66,105.1,37,169.1,31.91,270.4,54.4
Lu et al. 2016,Y3_23,1810,0.0055,20.24,0.112,1.79,4.76,0.53,30,10.33,125.5,47.5,212,42.4,359,70.1
Lu et al. 2016,Y3_28,894,0.0031,12.51,0.102,1.68,3.77,0.277,22.2,6.96,84.8,30,137.3,25.2,221,44.6
Lu et al. 2016,R05055A_39,581,0.195,6.66,0.258,1.89,1.45,0.06,12,4.29,51.8,19.1,99,20,177,37.4
Lu et al. 2016,R05055A_37,2160,0.025,10.69,0.347,4.4,8.9,0.45,46.6,14.38,152.3,53,226.6,42.1,334,64.9
Lu et al. 2016,R05055A_42,1540,0.358,10.81,0.336,3.51,6.03,0.24,27.9,8.57,111.5,41.4,200.5,41.5,358,71.6
Lu et al. 2016,R05055A_48,2080,0.025,4.63,0.25,4.3,9.1,0.96,41.7,12.98,143.3,48.2,209.3,38.5,314,61.3
Lu et al. 2016,R05055A_24,1270,0.0146,4.51,0.138,2.67,5.4,0.34,26.5,7.9,90,31.4,140,26,229,44.1
Lu et al. 2016,R05055A_44,585,1.00E-04,4.34,0.049,0.91,1.85,0.134,12.9,4.57,55.4,19.44,92.3,18.24,154.5,30.8
Lu et al. 2016,R05055A_14,3775,0.24,7.48,0.711,12.3,20.2,2.61,90.7,24.01,260.8,82.9,340.5,60.7,479,91.1
Lu et al. 2016,R05055A_12,1980,0.026,14.9,0.334,4.78,8.8,0.33,39.8,11.8,140,46.3,204,37,307,57.6
Lu et al. 2016,R05055A_20,900,0.035,4.54,0.129,1.87,4.29,0.239,22.3,7.52,83,29.1,134,25.2,211,42.3
Lu et al. 2016,478_33,3940,0.063,29.7,0.83,13.9,16.8,0.9,75.9,23.1,241,82.1,358,65.4,553,108.1
Lu et al. 2016,478_10,12160,0.89,72.4,0.49,6.25,19,0.104,136.1,52,667,243,1114,207.2,1738,312
Lu et al. 2016,478_24,12630,0.73,113.9,0.449,6.2,17.3,0.092,137.5,53.9,691,253.8,1153,215.1,1803,328
Lu et al. 2016,478_14,20290,0.179,216.9,0.527,9.7,31.4,0.084,205.1,80.5,1035,381.2,1765,341.7,2911,522
Lu et al. 2016,478_35,7580,0.107,26.4,0.16,2.89,11.3,0.024,79.5,31.3,399,154.1,708,134.3,1201,218.4
Lu et al. 2016,478_28,10660,0.155,105.5,0.201,4.32,15.1,0.001,108.9,45.9,598,217.8,986,187.9,1611,290.9
Lu et al. 2016,478_9,9440,0.0078,103.6,0.16,2.95,11.2,0.017,97.6,39,522,189.1,869,164.2,1387,253.1
Lu et al. 2016,478_8,13210,0.488,113.1,0.509,6.4,19.6,0.044,140.8,56.3,719,267.8,1221,224.8,1870,336.4
Lu et al. 2016,479_10,1196,0.073,20.6,0.233,3.51,5.19,0.203,28.9,9.36,108.5,40.1,182,36,315.9,64.4
Lu et al. 2016,479_11,2190,0.062,34.6,0.164,2.58,6.4,0.156,36.7,12.69,156.3,59.3,276,54.7,469,93.1
Lu et al. 2016,479_16,1210,0.03,24.7,0.105,2.27,4.42,0.23,24.2,8.19,105.1,38.1,184.6,34.9,312,62.3
Lu et al. 2016,479_19,10510,0.0102,137.5,0.193,4,12.8,0.019,106.1,43.7,584,214.8,970,178.5,1451,262.6
Lu et al. 2016,479_2,12390,0.0054,146.8,0.191,3.74,14.6,0.091,132.2,53.9,686,254.1,1136,213.5,1754,315
Lu et al. 2016,R05076A_R_12,653,0.053,3.78,0.083,0.88,1.67,1.05,11.3,3.58,49.6,20.6,106.7,26.6,264,65.8
Lu et al. 2016,R05076A_R_19,237.6,0.03,2.61,0.014,0.18,0.34,0.091,3.22,1.13,17.27,7.4,39.8,9.09,103.1,25.8
Lu et al. 2016,R05076A_R_20,199.9,0.017,1.88,0.0083,0.16,0.51,0.186,2.12,0.96,13.6,5.8,33.4,7.92,83.9,21.2
Lu et al. 2016,R05076A_C_35,2197,0.0161,8.42,0.153,2.26,4.6,2.5,28.4,9.5,118.7,46.4,242.2,53.7,539,131.4
Lu et al. 2016,R05076A_R_28,639,0.0098,4.85,0.0141,0.18,0.54,0.4,8.27,3.02,48,19.9,109,27.2,285,68.8
Lu et al. 2016,R05076A_R_22,984,0.0083,6.77,0.0213,0.53,1.38,0.63,11.9,4.99,71.6,30.5,171.9,39.6,408,99.8
Lu et al. 2016,R05076A_R_13,417.3,0.0074,3.42,0.0083,0.104,0.34,0.327,5.6,2.16,29.2,12.73,71.8,17.04,184.4,45.8
Lu et al. 2016,R05076A_R_25,656,0.0073,5.26,0.0255,0.33,1.11,0.47,7.99,2.55,41.6,19.01,113.2,29.27,333.6,88.2
Lu et al. 2016,R05076A_C_28,1110,0.0073,6.5,0.075,1.4,1.76,0.76,13.3,4.79,62.6,27.1,149,34.4,357,91.8
Lu et al. 2016,R05076A_C_7,1142,0.005,5.46,0.093,1.27,3.37,1.55,20.4,6.63,85.9,33.2,178,41.3,426,102.9
Lu et al. 2016,R05076A_C_10,3037,0.0031,13.71,0.059,1.09,3.34,1.82,32.3,11.15,154.7,64.7,335.9,74.4,727,177.2
Lu et al. 2016,R05076A_R_1,233.7,0.0027,2.6,0.0044,0.077,0.19,0.204,3.05,1.13,17.05,6.98,40.1,9.34,99.5,26.5
Lu et al. 2016,R05076A_C_6,825,0.0018,4.51,0.105,1.55,2.99,1.2,14.9,4.64,64,24.56,136.1,31.4,331.8,80.6
Lu et al. 2016,R05076A_R_8,319,0.0015,2.47,0.0065,0.049,0.47,0.29,3.72,1.44,21.7,9.08,56,13.17,143.8,36.5
Lu et al. 2016,R05076A_C_30,411,0.0015,2.18,0.0065,0.15,0.6,0.267,4.78,1.97,27.8,12.65,69.1,16.84,187.4,49.1
Lu et al. 2016,R05076A_C_22,562,9.00E-04,3.3,0.029,0.63,1.92,0.91,10.9,3.44,42.8,16.91,92.8,21.14,223.1,55
Lu et al. 2016,R05076A_C_1,583,8.00E-04,3.56,0.066,1.2,2.29,0.88,12,3.66,47.3,17.9,95.7,22.26,237,58.1
Lu et al. 2016,R05076A_C_13,719,8.00E-04,3.98,0.013,0.54,1.06,0.6,8,3.23,49.6,21.62,122.2,28.4,298,77
Lu et al. 2016,R05076A_C_20,673,8.00E-04,3.76,0.0244,0.21,0.77,0.426,7.94,3,44.3,19.77,118.7,28.52,304.5,79.3
Lu et al. 2016,R05076A_R_27,429.2,5.00E-04,4.64,0.0154,0.21,0.44,0.3,6.26,2.27,32,13.33,71.3,16.09,164.9,39
Lu et al. 2016,R05076A_C_24,546,4.00E-04,3.04,0.022,0.28,0.6,0.38,6.42,2.67,37.5,16.41,94.8,22.61,248,64.7
Lu et al. 2016,R05076A_C_21,630,2.00E-04,4.09,0.0131,0.36,0.85,0.54,6.74,3.12,42.3,19,107,26.5,274,71.8
Lu et al. 2016,R05076A_C_17,728,1.00E-04,3.59,0.0195,0.44,1.25,0.7,9.6,3.65,51.4,22.57,122.8,29.6,319,82.5
Lu et al. 2016,R05044A_9,899,0.035,8.91,0.108,1.31,2.37,1.41,12.5,4.35,61.9,26.62,151.4,34.6,366,79.8
Lu et al. 2016,R05044A_32,348,0.032,5.8,0.032,0.43,1.18,0.42,6.01,1.86,24.4,10.66,57.6,14,149,37.2
Lu et al. 2016,R05044A_16,486.9,0.032,6,0.106,1.87,2.58,1.06,11.1,3.45,40.5,14.7,75.7,16.98,180.4,38.9
Lu et al. 2016,R05044A_37,650,0.027,7.05,0.089,1.07,1.6,0.99,9.9,3.6,45.7,19.69,109.8,25.9,289.1,66.8
Lu et al. 2016,R05044A_1,665,0.027,7.89,0.026,0.49,1.41,0.82,10.8,3.88,54.7,21.7,108.5,22.8,222,43.8
Lu et al. 2016,R05044A_38,430,0.024,5.57,0.065,0.71,1.34,0.94,8.34,2.57,32.5,12.65,71.4,15.75,159,38.7
Lu et al. 2016,R05044A_36,280.4,0.023,5.84,0.0185,0.22,0.48,0.288,4.73,1.55,22.3,8.66,48.2,10.6,105.8,24.06
Lu et al. 2016,R05044A_12,561,0.0204,6.49,0.107,0.95,2.57,1.03,10.7,3.14,41.4,16.87,94.6,21.26,229,50.2
Lu et al. 2016,R05044A_27,2391,0.0168,11.53,0.229,3.98,6.34,2.5,33.9,10.97,126.5,48.9,248.5,50.9,507,109.3
Lu et al. 2016,R05044A_R_3,255.7,0.0126,7.2,0.018,0.14,0.52,0.248,3.4,1.37,17.5,7.64,44.4,10.63,116.4,27.87
